Publisher,Keyword,Ad Group,Keyword Type,Clicks,Impressions,CTR,Avg CPC,Total Advertising Cost,Avg Position,Conversions,Revenue per Conversion,Total Revenue
Google-Global,math games for grade 8,math games - GG,phrase,6,62,9.68%,1.09,6.54,1.88,1,395.25,395.25
Google-Global,free fun math games,math games - GG,exact,11,156,7.05%,0.22,2.42,1.73,1,76.39,76.39
Google-Global,math games for fun,math games - GG,phrase,3,157,1.91%,0.74,2.22,4.44,0,372.36,0.00
Google-Global,8th grade math games,math games - GG,broad,1,68,1.47%,0.48,0.48,9.59,0,354.92,0.00
Google-Global,free math games for first graders,math games - GG,exact,6,529,1.13%,0.83,4.98,1.48,1,109.83,109.83
Google-Global,primary math games online,math games - GG,phrase,8,82,9.76%,1.15,9.20,1.69,2,390.97,781.93
Google-Global,math games for first graders online,math games - GG,broad,1,40,2.50%,0.05,0.05,3.11,0,138.25,0.00
Google-Global,fun math games bloxorz,math games - GG,broad,6,98,6.12%,0.25,1.50,2.68,2,237.80,475.59
Google-Global,monster math games,math games - GG,exact,1,29,3.45%,0.28,0.28,2.95,0,260.08,0.00
Google-Global,math games for grade 7,math games - GG,phrase,3,40,7.50%,0.44,1.32,2.74,0,165.60,0.00
Google-Global,math games for kindergarteners,math games - GG,phrase,21,1439,1.46%,0.86,18.06,1.18,2,223.45,446.89
Google-Global,everyday math games 4-6,math games - GG,exact,1,84,1.19%,0.38,0.38,3.86,0,207.00,0.00
Google-Global,a math games,math games - GG,broad,3,55,5.45%,0.81,2.43,3.35,0,398.75,0.00
Google-Global,most fun math games,math games - GG,exact,3,87,3.45%,0.34,1.02,3.66,0,244.54,0.00
Google-Global,math games 1st grade,math games - GG,exact,0,35,0.00%,0.00,0.00,6.82,0,228.76,0.00
Google-Global,multiplication math games for kids,math games - GG,phrase,0,15,0.00%,0.00,0.00,4.56,0,161.35,0.00
Google-Global,math games free,math games - GG,phrase,0,15,0.00%,0.00,0.00,4.37,0,302.86,0.00
Google-Global,1st grade math games online free,math games - GG,exact,1,27,3.70%,0.94,0.94,3.56,0,154.16,0.00
Google-Global,cool math games 4 kids bloxorz,math games - GG,exact,1,21,4.76%,0.17,0.17,4.50,0,189.42,0.00
Google-Global,hard math games,math games - GG,exact,0,65,0.00%,0.00,0.00,1.06,0,365.83,0.00
Google-Global,math games for 5th graders online,math games - GG,exact,2,48,4.17%,1.00,2.00,2.44,0,329.16,0.00
Google-Global,math games grade 5,math games - GG,exact,0,21,0.00%,0.00,0.00,8.07,0,284.49,0.00
Google-Global,cool math games multiplication,math games - GG,broad,0,19,0.00%,0.00,0.00,9.85,0,212.72,0.00
Google-Global,math games for 4th grade online,math games - GG,phrase,2,28,7.14%,0.56,1.12,1.97,0,381.58,0.00
Google-Global,super fun math games,math games - GG,broad,0,22,0.00%,0.00,0.00,7.34,0,252.34,0.00
Google-Global,cool math games 4kids,math games - GG,broad,0,7,0.00%,0.00,0.00,8.97,0,319.89,0.00
Google-Global,math games for girls only,math games - GG,phrase,0,20,0.00%,0.00,0.00,3.35,0,230.87,0.00
Google-Global,elementary school math games,math games - GG,exact,1,44,2.27%,0.05,0.05,2.08,1,146.83,146.83
Google-Global,dora math games,math games - GG,exact,0,13,0.00%,0.00,0.00,9.04,0,319.32,0.00
Google-Global,space math games,math games - GG,phrase,9,2264,0.40%,0.91,8.19,3.80,2,259.70,519.40
Google-Global,math games money,math games - GG,broad,1,35,2.86%,0.98,0.98,3.46,0,207.62,0.00
Google-Global,2nd grade math games free,math games - GG,broad,4,95,4.21%,1.12,4.48,1.05,0,199.97,0.00
Google-Global,math games for 3rd grade,math games - GG,phrase,0,10,0.00%,0.00,0.00,8.12,0,342.89,0.00
Google-Global,cool math games phit,math games - GG,broad,7,113,6.19%,1.11,7.77,2.79,2,193.06,386.12
Google-Global,3rd math games,math games - GG,phrase,0,16,0.00%,0.00,0.00,8.42,0,291.84,0.00
Google-Global,math games for kindergarten online,math games - GG,exact,28,343,8.16%,0.96,26.88,1.92,4,218.25,873.00
Google-Global,computer math games for kids,math games - GG,broad,1,35,2.86%,0.10,0.10,3.51,0,185.15,0.00
Google-Global,math games online free,math games - GG,exact,0,17,0.00%,0.00,0.00,7.23,0,298.31,0.00
Google-Global,math games online for free,math games - GG,broad,1,52,1.92%,0.87,0.87,4.22,0,208.62,0.00
Google-Global,children math games,math games - GG,phrase,1,62,1.61%,0.05,0.05,7.02,0,260.90,0.00
Google-Global,2nd grade math games online free,math games - GG,exact,0,41,0.00%,0.00,0.00,4.88,0,339.84,0.00
Google-Global,v math games,math games - GG,broad,1,29,3.45%,0.86,0.86,4.13,0,246.26,0.00
Google-Global,math games grade 4,math games - GG,exact,0,17,0.00%,0.00,0.00,5.93,0,261.41,0.00
Google-Global,math games playground,math games - GG,broad,1,583,0.17%,0.94,0.94,4.28,0,252.52,0.00
Google-Global,math games 4th grade,math games - GG,broad,2,44,4.55%,0.44,0.88,2.95,0,283.13,0.00
Google-Global,math games for free,math games - GG,phrase,2,25,8.00%,0.91,1.82,2.79,0,318.31,0.00
Google-Global,printable math games for kids,math games - GG,broad,0,32,0.00%,0.00,0.00,7.03,0,291.30,0.00
Google-Global,kids math games online,math games - GG,exact,5,88,5.68%,0.92,4.60,2.18,0,179.89,0.00
Google-Global,cool math games pool,math games - GG,exact,0,76,0.00%,0.00,0.00,1.92,0,205.11,0.00
Google-Global,cool math games for kids bloxorz,math games - GG,phrase,13,80,16.25%,0.77,10.01,1.19,2,323.18,646.36
Google-Global,brain math games,math games - GG,phrase,0,21,0.00%,0.00,0.00,5.95,0,240.65,0.00
Google-Global,addition math games for kids,math games - GG,broad,17,193,8.81%,0.89,15.13,2.11,2,325.25,650.51
Google-Global,new math games,math games - GG,broad,4,103,3.88%,0.94,3.76,4.51,0,280.24,0.00
Google-Global,fun math games for kids online,math games - GG,broad,19,1345,1.41%,0.67,12.73,2.46,2,185.47,370.95
Google-Global,free math games multiplication,math games - GG,phrase,1,38,2.63%,0.84,0.84,4.95,0,215.19,0.00
Google-Global,grade 6 math games,math games - GG,exact,0,24,0.00%,0.00,0.00,4.38,0,201.46,0.00
Google-Global,abc math games,math games - GG,exact,0,18,0.00%,0.00,0.00,5.00,0,298.12,0.00
Google-Global,basic math games,math games - GG,exact,1,18,5.56%,0.13,0.13,4.82,0,294.59,0.00
Google-Global,math games and puzzles,math games - GG,exact,0,31,0.00%,0.00,0.00,2.98,0,328.62,0.00
Google-Global,free second grade math games,math games - GG,broad,0,14,0.00%,0.00,0.00,5.69,0,287.82,0.00
Google-Global,math games for second grade,math games - GG,phrase,12,172,6.98%,1.05,12.60,1.58,1,344.85,344.85
Google-Global,play fun math games,math games - GG,exact,1,50,2.00%,1.07,1.07,4.52,0,287.45,0.00
Google-Global,computer math games,math games - GG,phrase,1,36,2.78%,0.08,0.08,1.71,0,200.38,0.00
Google-Global,kids fun math games,math games - GG,phrase,0,19,0.00%,0.00,0.00,4.90,0,206.54,0.00
Google-Global,math games to play online,math games - GG,phrase,3,177,1.69%,0.84,2.52,1.92,0,185.74,0.00
Google-Global,math games for sixth graders,math games - GG,phrase,1,22,4.55%,1.09,1.09,3.61,0,156.99,0.00
Google-Global,play kids math games,math games - GG,phrase,4,84,4.76%,0.64,2.56,3.67,0,169.39,0.00
Google-Global,oswego city school district math games,math games - GG,broad,2,121,1.65%,0.92,1.84,5.41,0,332.77,0.00
Google-Global,fun math games for 8th graders,math games - GG,phrase,35,394,8.88%,1.04,36.40,1.93,4,190.40,761.59
Google-Global,math games online for 1st grade,math games - GG,phrase,6,612,0.98%,0.05,0.30,3.28,1,248.49,248.49
Google-Global,baseball math games,math games - GG,broad,6,107,5.61%,0.90,5.40,3.49,1,323.69,323.69
Google-Global,math games and activities,math games - GG,broad,70,844,8.29%,1.12,78.40,2.30,7,319.24,2234.66
Google-Global,free online math games for kindergarten,math games - GG,broad,2,108,1.85%,1.21,2.42,2.42,0,189.37,0.00
Google-Global,free math games for kindergarten,math games - GG,phrase,4,41,9.76%,0.91,3.64,1.57,1,167.63,167.63
Google-Global,all math games for kids,math games - GG,broad,22,208,10.58%,0.82,18.04,1.48,2,294.47,588.95
Google-Global,fun 6th grade math games,math games - GG,broad,0,18,0.00%,0.00,0.00,8.96,0,300.86,0.00
Google-Global,very fun math games,math games - GG,phrase,1,44,2.27%,0.93,0.93,2.52,0,181.08,0.00
Google-Global,cool math games for girls,math games - GG,phrase,1,18,5.56%,0.73,0.73,3.85,0,293.21,0.00
Google-Global,download math games,math games - GG,broad,23,344,6.69%,0.54,12.42,2.11,1,195.11,195.11
Google-Global,free math games for kids online,math games - GG,broad,7,59,11.86%,0.45,3.15,1.18,1,283.58,283.58
Google-Global,online math games kindergarten,math games - GG,broad,0,16,0.00%,0.00,0.00,6.91,0,284.18,0.00
Google-Global,play free math games,math games - GG,broad,7,51,13.73%,0.49,3.43,1.44,1,282.18,282.18
Google-Global,math games for toddlers,math games - GG,broad,4,177,2.26%,0.05,0.20,7.55,4,324.29,1297.15
Google-Global,mental math games,math games - GG,broad,1,30,3.33%,0.57,0.57,3.48,0,249.76,0.00
Google-Global,interactive math games for 3rd graders,math games - GG,broad,0,11,0.00%,0.00,0.00,8.22,0,199.87,0.00
Google-Global,math games online for kindergarten,math games - GG,exact,2,52,3.85%,1.02,2.04,2.45,2,323.20,646.39
Google-Global,third grade math games online,math games - GG,phrase,1,17,5.88%,0.40,0.40,4.91,0,304.61,0.00
Google-Global,virtual math games,math games - GG,exact,0,19,0.00%,0.00,0.00,5.91,0,319.53,0.00
Google-Global,1st grade online math games,math games - GG,exact,4,60,6.67%,0.12,0.48,1.86,2,247.42,494.84
Google-Global,cool math games for kids.com,math games - GG,exact,0,17,0.00%,0.00,0.00,4.96,0,151.12,0.00
Google-Global,fun math games for 4th graders,math games - GG,phrase,0,25,0.00%,0.00,0.00,4.69,0,227.85,0.00
Google-Global,easy math games for kids,math games - GG,exact,4,122,3.28%,0.19,0.76,4.49,4,266.00,1064.00
Google-Global,math games for kids online free,math games - GG,exact,0,40,0.00%,0.00,0.00,4.86,0,184.36,0.00
Google-Global,free fun math games for kids,math games - GG,phrase,2,50,4.00%,0.85,1.70,3.07,0,151.34,0.00
Google-Global,online math games for elementary students,math games - GG,phrase,0,18,0.00%,0.00,0.00,9.81,0,299.38,0.00
Google-Global,coll math games,math games - GG,exact,0,80,0.00%,0.00,0.00,4.47,0,287.59,0.00
Google-Global,jeopardy math games,math games - GG,phrase,8,218,3.67%,0.58,4.64,4.52,0,177.68,0.00
Google-Global,online kindergarten math games,math games - GG,phrase,2,30,6.67%,0.84,1.68,3.71,0,317.07,0.00
Google-Global,math games for middle schoolers,math games - GG,exact,0,19,0.00%,0.00,0.00,6.01,0,166.01,0.00
Google-Global,place value math games,math games - GG,broad,0,14,0.00%,0.00,0.00,8.67,0,332.22,0.00
Google-Global,free kids math games,math games - GG,phrase,0,15,0.00%,0.00,0.00,9.63,0,242.76,0.00
Google-Global,money math games online,math games - GG,phrase,1,32,3.13%,0.33,0.33,2.87,0,217.63,0.00
Google-Global,online math games for 2nd grade,math games - GG,phrase,3,81,3.70%,0.99,2.97,4.67,0,312.86,0.00
Google-Global,3rd grade math games free,math games - GG,broad,0,17,0.00%,0.00,0.00,8.68,0,193.13,0.00
Google-Global,free math games for 6th graders,math games - GG,phrase,18,231,7.79%,0.96,17.28,1.02,2,159.24,318.48
Google-Global,educational math games online,math games - GG,broad,0,24,0.00%,0.00,0.00,3.27,0,235.96,0.00
Google-Global,math games multiplication facts,math games - GG,broad,1,48,2.08%,0.85,0.85,2.68,0,216.26,0.00
Google-Global,sports math games,math games - GG,exact,1,28,3.57%,0.99,0.99,2.21,0,209.48,0.00
Google-Global,barbie math games,math games - GG,phrase,4,60,6.67%,0.92,3.68,2.50,0,277.04,0.00
Google-Global,pbs math games,math games - GG,exact,12,149,8.05%,0.49,5.88,1.51,3,307.65,922.94
Google-Global,kindergarten math games free,math games - GG,broad,2,30,6.67%,0.82,1.64,2.84,0,153.27,0.00
Google-Global,hannah montana math games,math games - GG,broad,4,184,2.17%,0.66,2.64,2.43,0,180.32,0.00
Google-Global,123 math games,math games - GG,exact,0,20,0.00%,0.00,0.00,8.89,0,215.09,0.00
Google-Global,on line math games,math games - GG,phrase,100,790,12.66%,0.41,41.00,1.57,8,240.87,1926.97
Google-Global,5th grade online math games,math games - GG,broad,1,35,2.86%,0.96,0.96,3.71,0,277.00,0.00
Google-Global,interactive math games for kindergarten,math games - GG,exact,0,22,0.00%,0.00,0.00,5.45,0,222.85,0.00
Google-Global,free math games online for kids,math games - GG,broad,0,16,0.00%,0.00,0.00,7.11,0,313.97,0.00
Google-Global,free cool math games,math games - GG,exact,0,20,0.00%,0.00,0.00,3.90,0,252.70,0.00
Google-Global,funny math games,math games - GG,exact,2,42,4.76%,1.24,2.48,3.20,0,183.67,0.00
Google-Global,kids free math games,math games - GG,phrase,1,34,2.94%,0.56,0.56,2.82,0,272.18,0.00
Google-Global,subtraction math games,math games - GG,broad,5,152,3.29%,0.14,0.70,1.54,2,288.56,577.11
Google-Global,math games for 6 graders,math games - GG,broad,1,23,4.35%,1.08,1.08,7.19,0,302.17,0.00
Google-Global,cool math games boom bot 2,math games - GG,broad,8,107,7.48%,0.57,4.56,2.45,1,206.28,206.28
Google-Global,probability math games,math games - GG,phrase,5,99,5.05%,1.14,5.70,3.34,0,268.33,0.00
Google-Global,play cool math games,math games - GG,exact,4,88,4.55%,0.55,2.20,1.86,1,212.69,212.69
Google-Global,free online math games for preschoolers,math games - GG,exact,3,72,4.17%,0.69,2.07,2.13,0,287.76,0.00
Google-Global,addition math games for first grade,math games - GG,phrase,2,39,5.13%,0.39,0.78,3.05,0,245.41,0.00
Google-Global,fun free math games,math games - GG,exact,1,43,2.33%,0.93,0.93,9.29,0,163.27,0.00
Google-Global,pokemon math games,math games - GG,exact,7,126,5.56%,0.92,6.44,3.81,1,167.44,167.44
Google-Global,play math games online,math games - GG,phrase,0,16,0.00%,0.00,0.00,5.33,0,348.09,0.00
Google-Global,frog math games,math games - GG,exact,2,46,4.35%,0.55,1.10,2.83,0,319.92,0.00
Google-Global,online elementary math games,math games - GG,phrase,0,15,0.00%,0.00,0.00,6.13,0,342.97,0.00
Google-Global,2nd grade online math games,math games - GG,exact,1,23,4.35%,0.97,0.97,3.84,0,343.65,0.00
Google-Global,eighth grade math games,math games - GG,phrase,0,22,0.00%,0.00,0.00,8.50,0,193.97,0.00
Google-Global,play free math games online,math games - GG,exact,0,28,0.00%,0.00,0.00,4.69,0,173.65,0.00
Google-Global,math games for 2 grade,math games - GG,phrase,0,84,0.00%,0.00,0.00,2.30,0,332.40,0.00
Google-Global,fun 5th grade math games,math games - GG,exact,2,36,5.56%,0.81,1.62,2.48,0,344.49,0.00
Google-Global,race car math games,math games - GG,exact,2,61,3.28%,1.07,2.14,4.57,0,265.04,0.00
MSN-US,division math games for kids,math games - MU,broad,0,67,0.00%,0.00,0.00,1.54,0,178.46,0.00
MSN-US,math games online for 4th graders,math games - MU,phrase,0,68,0.00%,0.00,0.00,4.70,0,248.18,0.00
MSN-US,first in math games,math games - MU,exact,9,573,1.57%,0.84,7.56,1.71,2,263.07,526.14
MSN-US,halloween math games,math games - MU,exact,0,58,0.00%,0.00,0.00,2.05,0,245.84,0.00
MSN-US,free elementary math games,math games - MU,exact,1,65,1.54%,0.70,0.70,1.69,0,291.97,0.00
MSN-US,puzzle math games,math games - MU,phrase,1,128,0.78%,1.15,1.15,4.89,1,189.91,189.91
MSN-US,math games for high school students,math games - MU,broad,0,44,0.00%,0.00,0.00,3.97,0,213.79,0.00
MSN-US,i like math games,math games - MU,phrase,6,417,1.44%,0.05,0.30,2.27,6,332.22,1993.34
MSN-US,toon university math games,math games - MU,broad,1,51,1.96%,0.91,0.91,2.89,1,345.31,345.31
MSN-US,pizza math games,math games - MU,exact,0,27,0.00%,0.00,0.00,7.70,0,304.58,0.00
MSN-US,awesome math games for kids,math games - MU,exact,0,144,0.00%,0.00,0.00,3.95,0,277.73,0.00
MSN-US,sonic math games,math games - MU,exact,1,161,0.62%,0.44,0.44,2.34,0,277.06,0.00
MSN-US,online fun math games,math games - MU,broad,19,3004,0.63%,0.17,3.23,2.07,19,230.87,4386.48
MSN-US,math games for kid,math games - MU,phrase,1,176,0.57%,0.91,0.91,8.97,0,201.04,0.00
MSN-US,c00l math games,math games - MU,phrase,0,33,0.00%,0.00,0.00,6.68,0,175.11,0.00
MSN-US,bratz math games,math games - MU,exact,1,506,0.20%,0.98,0.98,9.09,1,334.68,334.68
MSN-US,math games 5th grade,math games - MU,phrase,0,121,0.00%,0.00,0.00,2.24,0,204.69,0.00
MSN-US,fractions math games,math games - MU,exact,0,40,0.00%,0.00,0.00,7.81,0,157.47,0.00
MSN-US,grade 7 math games,math games - MU,broad,0,364,0.00%,0.00,0.00,3.24,0,333.89,0.00
MSN-US,super mario math games,math games - MU,phrase,0,47,0.00%,0.00,0.00,4.65,0,212.59,0.00
MSN-US,fun educational math games,math games - MU,phrase,1,81,1.23%,0.94,0.94,2.27,0,169.00,0.00
MSN-US,preschool online math games,math games - MU,exact,0,48,0.00%,0.00,0.00,3.48,0,293.79,0.00
MSN-US,cool math games pacman,math games - MU,phrase,0,45,0.00%,0.00,0.00,8.20,0,234.15,0.00
MSN-US,math games for 5th grade online,math games - MU,broad,1,187,0.53%,0.66,0.66,3.10,1,264.81,264.81
MSN-US,smart math games,math games - MU,exact,0,14,0.00%,0.00,0.00,8.68,0,233.77,0.00
MSN-US,best math games ever,math games - MU,broad,0,78,0.00%,0.00,0.00,4.58,0,325.46,0.00
MSN-US,math games for fourth grade,math games - MU,broad,0,36,0.00%,0.00,0.00,5.17,0,199.70,0.00
MSN-US,math games of multiplication,math games - MU,exact,1,665,0.15%,0.81,0.81,4.27,1,305.32,305.32
MSN-US,interactive math games grade 1,math games - MU,broad,1,131,0.76%,0.77,0.77,4.25,0,222.58,0.00
MSN-US,on line math games for kids,math games - MU,broad,6,257,2.33%,1.06,6.36,1.21,6,223.18,1339.11
MSN-US,penguin math games,math games - MU,broad,4,220,1.82%,0.67,2.68,1.25,1,310.77,310.77
MSN-US,science and math games,math games - MU,broad,0,30,0.00%,0.00,0.00,7.49,0,183.79,0.00
MSN-US,all cool math games,math games - MU,exact,0,45,0.00%,0.00,0.00,4.75,0,296.54,0.00
MSN-US,internet math games,math games - MU,broad,0,37,0.00%,0.00,0.00,4.25,0,271.19,0.00
MSN-US,school math games for kids,math games - MU,broad,0,46,0.00%,0.00,0.00,4.82,0,178.67,0.00
MSN-US,quick math games,math games - MU,broad,1,68,1.47%,1.29,1.29,1.82,0,278.94,0.00
MSN-US,cool math games crazy taxi 2,math games - MU,phrase,0,25,0.00%,0.00,0.00,9.54,0,280.07,0.00
MSN-US,cool math games meeblings 2,math games - MU,broad,0,34,0.00%,0.00,0.00,3.57,0,241.87,0.00
MSN-US,free preschool math games,math games - MU,phrase,0,520,0.00%,0.00,0.00,8.58,0,159.76,0.00
MSN-US,3rd grade online math games,math games - MU,exact,0,73,0.00%,0.00,0.00,1.96,0,287.21,0.00
MSN-US,ixl math games,math games - MU,phrase,0,51,0.00%,0.00,0.00,3.92,0,164.93,0.00
MSN-US,math games for 2nd graders online,math games - MU,broad,1,314,0.32%,1.02,1.02,3.90,1,174.87,174.87
MSN-US,free math games for kindergarteners,math games - MU,exact,0,22,0.00%,0.00,0.00,8.75,0,307.43,0.00
MSN-US,fun online math games,math games - MU,exact,0,30,0.00%,0.00,0.00,8.54,0,238.68,0.00
MSN-US,math games on line,math games - MU,broad,0,29,0.00%,0.00,0.00,2.78,0,233.60,0.00
MSN-US,ice cream math games,math games - MU,broad,0,52,0.00%,0.00,0.00,3.43,0,281.48,0.00
MSN-US,downloadable math games,math games - MU,exact,0,108,0.00%,0.00,0.00,1.21,0,64.69,0.00
MSN-US,nintendo ds math games for kids,math games - MU,phrase,0,20,0.00%,0.00,0.00,8.95,0,24.33,0.00
MSN-US,cool math math games,math games - MU,exact,1,58,1.72%,0.66,0.66,3.41,1,61.15,61.15
MSN-US,math games for,math games - MU,exact,0,27,0.00%,0.00,0.00,6.10,0,46.62,0.00
MSN-US,really fun math games,math games - MU,phrase,0,83,0.00%,0.00,0.00,4.96,0,16.86,0.00
MSN-US,girls math games,math games - MU,broad,0,63,0.00%,0.00,0.00,4.20,0,54.38,0.00
MSN-US,kinder math games,math games - MU,exact,1,47,2.13%,0.54,0.54,2.89,1,38.17,38.17
MSN-US,math games online for middle school,math games - MU,phrase,0,47,0.00%,0.00,0.00,2.86,0,57.79,0.00
MSN-US,y8 math games,math games - MU,exact,2,246,0.81%,0.89,1.78,1.27,1,50.48,50.48
MSN-US,meeblings 2 cool math games,math games - MU,broad,0,24,0.00%,0.00,0.00,7.13,0,26.81,0.00
MSN-US,math games for school,math games - MU,phrase,0,24,0.00%,0.00,0.00,4.99,0,15.77,0.00
MSN-US,online math games for 4th graders,math games - MU,broad,0,195,0.00%,0.00,0.00,9.80,0,35.87,0.00
MSN-US,online preschool math games,math games - MU,broad,0,60,0.00%,0.00,0.00,3.34,0,94.37,0.00
MSN-US,online math games for 1st graders,math games - MU,broad,0,201,0.00%,0.00,0.00,4.09,0,67.21,0.00
MSN-US,math games pacman,math games - MU,phrase,0,47,0.00%,0.00,0.00,3.50,0,95.48,0.00
MSN-US,free online games math games,math games - MU,broad,0,48,0.00%,0.00,0.00,4.84,0,27.49,0.00
MSN-US,the math games,math games - MU,exact,0,43,0.00%,0.00,0.00,4.94,0,31.20,0.00
MSN-US,educational math games for 6th graders,math games - MU,exact,1,161,0.62%,0.13,0.13,1.61,1,37.58,37.58
MSN-US,poptropica math games,math games - MU,phrase,3,148,2.03%,0.72,2.16,1.69,3,52.67,158.01
MSN-US,sport math games,math games - MU,exact,0,23,0.00%,0.00,0.00,3.71,0,72.86,0.00
MSN-US,elementary math games online,math games - MU,broad,1,59,1.69%,0.35,0.35,3.56,1,81.93,81.93
MSN-US,math games for multiplication,math games - MU,exact,0,43,0.00%,0.00,0.00,2.78,0,65.39,0.00
MSN-US,soccer math games,math games - MU,exact,1,104,0.96%,0.78,0.78,1.80,0,91.84,0.00
MSN-US,math games free online games,math games - MU,phrase,0,20,0.00%,0.00,0.00,9.42,0,57.96,0.00
MSN-US,math games free online,math games - MU,broad,0,81,0.00%,0.00,0.00,3.61,0,41.59,0.00
MSN-US,scary math games,math games - MU,broad,0,52,0.00%,0.00,0.00,2.77,0,78.29,0.00
MSN-US,lego math games,math games - MU,exact,0,29,0.00%,0.00,0.00,7.02,0,63.82,0.00
MSN-US,math games fourth grade,math games - MU,broad,1,95,1.05%,0.05,0.05,3.24,1,19.49,19.49
MSN-US,online math games elementary,math games - MU,phrase,1,81,1.23%,0.88,0.88,1.58,0,69.27,0.00
MSN-US,high school math games online,math games - MU,phrase,0,50,0.00%,0.00,0.00,4.65,0,90.40,0.00
MSN-US,fun math games for the classroom,math games - MU,exact,0,48,0.00%,0.00,0.00,5.65,0,35.01,0.00
MSN-US,jiji st math games,math games - MU,exact,0,39,0.00%,0.00,0.00,7.68,0,66.20,0.00
MSN-US,pre algebra math games,math games - MU,broad,0,55,0.00%,0.00,0.00,4.03,0,54.26,0.00
MSN-US,fun girl math games,math games - MU,phrase,1,181,0.55%,1.24,1.24,4.59,0,42.97,0.00
MSN-US,math games grade 7,math games - MU,exact,0,39,0.00%,0.00,0.00,4.08,0,29.05,0.00
MSN-US,rainforest math games,math games - MU,exact,0,46,0.00%,0.00,0.00,3.99,0,48.00,0.00
MSN-US,sesame street math games,math games - MU,broad,1,209,0.48%,0.86,0.86,1.03,1,76.20,76.20
MSN-US,online math games for preschoolers,math games - MU,phrase,2,84,2.38%,0.24,0.48,1.00,1,32.31,32.31
MSN-US,all fun math games,math games - MU,broad,0,91,0.00%,0.00,0.00,1.50,0,72.61,0.00
MSN-US,kindergarten interactive math games,math games - MU,exact,0,63,0.00%,0.00,0.00,4.07,0,79.54,0.00
MSN-US,free multiplication math games,math games - MU,broad,0,40,0.00%,0.00,0.00,3.87,0,81.90,0.00
MSN-US,best math games for kids,math games - MU,broad,0,74,0.00%,0.00,0.00,8.33,0,60.57,0.00
MSN-US,math games for girls online,math games - MU,broad,0,75,0.00%,0.00,0.00,7.08,0,91.17,0.00
MSN-US,math games funbrain,math games - MU,exact,0,84,0.00%,0.00,0.00,5.91,0,78.15,0.00
MSN-US,math games with money,math games - MU,phrase,0,30,0.00%,0.00,0.00,7.14,0,79.37,0.00
MSN-US,math games for fractions,math games - MU,exact,0,58,0.00%,0.00,0.00,6.63,0,56.20,0.00
MSN-US,fun math games to play,math games - MU,phrase,0,47,0.00%,0.00,0.00,8.61,0,40.43,0.00
MSN-US,math games online for high school,math games - MU,exact,0,47,0.00%,0.00,0.00,4.87,0,40.03,0.00
MSN-US,free kid math games,math games - MU,phrase,0,36,0.00%,0.00,0.00,3.55,0,31.59,0.00
MSN-US,60 seconds math games,math games - MU,exact,0,276,0.00%,0.00,0.00,5.43,0,41.57,0.00
MSN-US,pre k math games,math games - MU,phrase,0,36,0.00%,0.00,0.00,4.35,0,91.16,0.00
MSN-US,math games lemonade stand,math games - MU,phrase,0,35,0.00%,0.00,0.00,7.43,0,51.14,0.00
MSN-US,easter math games,math games - MU,exact,0,78,0.00%,0.00,0.00,9.25,0,53.58,0.00
MSN-US,interactive math games for first grade,math games - MU,broad,3,104,2.88%,0.77,2.31,1.00,2,32.92,65.84
MSN-US,yahoo math games,math games - MU,broad,0,46,0.00%,0.00,0.00,3.95,0,92.09,0.00
MSN-US,free printable math games,math games - MU,exact,7,436,1.61%,0.20,1.40,1.83,5,27.78,138.92
MSN-US,cool math games for all ages,math games - MU,broad,0,28,0.00%,0.00,0.00,3.88,0,53.86,0.00
MSN-US,the best math games,math games - MU,exact,1,82,1.22%,0.05,0.05,2.56,1,63.75,63.75
MSN-US,quizmo math games,math games - MU,exact,0,65,0.00%,0.00,0.00,2.50,0,62.81,0.00
MSN-US,online first grade math games,math games - MU,broad,0,112,0.00%,0.00,0.00,1.27,0,95.13,0.00
MSN-US,kids math games kindergarten,math games - MU,broad,0,46,0.00%,0.00,0.00,3.78,0,26.25,0.00
MSN-US,boom bot 3 cool math games,math games - MU,broad,0,108,0.00%,0.00,0.00,1.20,0,70.40,0.00
MSN-US,fourth grade math games online,math games - MU,broad,0,46,0.00%,0.00,0.00,2.82,0,43.00,0.00
MSN-US,free on line math games,math games - MU,broad,0,121,0.00%,0.00,0.00,1.30,0,94.92,0.00
MSN-US,gamequarium math games,math games - MU,phrase,1,173,0.58%,0.75,0.75,4.52,0,19.40,0.00
MSN-US,challenging math games,math games - MU,phrase,1,72,1.39%,0.57,0.57,2.29,1,39.87,39.87
MSN-US,5th math games,math games - MU,broad,1,130,0.77%,0.45,0.45,1.33,0,38.24,0.00
MSN-US,www.cool math games,math games - MU,exact,1,64,1.56%,0.21,0.21,1.76,0,46.37,0.00
MSN-US,interactive kindergarten math games,math games - MU,phrase,0,62,0.00%,0.00,0.00,2.84,0,92.98,0.00
MSN-US,kids online math games,math games - MU,broad,7,858,0.82%,0.96,6.72,3.14,4,69.92,279.68
MSN-US,jump start math games,math games - MU,exact,0,131,0.00%,0.00,0.00,3.17,0,23.06,0.00
MSN-US,math games for 8 year olds,math games - MU,phrase,0,42,0.00%,0.00,0.00,4.27,0,52.83,0.00
MSN-US,fun kids math games,math games - MU,phrase,0,20,0.00%,0.00,0.00,6.34,0,38.25,0.00
MSN-US,math games for free online,math games - MU,phrase,0,27,0.00%,0.00,0.00,8.12,0,40.49,0.00
MSN-US,fun kids online math games,math games - MU,exact,1,67,1.49%,0.87,0.87,1.77,0,95.39,0.00
